name,review_count,categories,rating,transactions,price,location.zip_code
Uncle Cheung's,156,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",3.5,['delivery'],$$,01702
Godavari,137,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['pickup', 'delivery']",$$,01702
Franklin St Cafe,8,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"['delivery', 'pickup']",,01702
Framingham Baking,69,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,[],$,01702
Tropical Cafe,58,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",3.5,"['delivery', 'pickup']",$$,01702
Guanachapis Express,7,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}]",3.5,"['delivery', 'pickup']",,01702
La Pupusa Loca Grille,4,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'tacos', 'title': 'Tacos'}]",5.0,[],,01702
The 4's Sports Pub,11,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.5,['delivery'],$,01702
Uncle Cheung's,156,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",3.5,['delivery'],$$,01702
Godavari,137,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['delivery', 'pickup']",$$,01702
Rincon Latino,16,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$$,01702
Pollo Royal,8,"[{'alias': 'latin', 'title': 'Latin American'}]",3.5,"['delivery', 'pickup']",,01702
Guanachapis Express,7,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}]",3.5,"['pickup', 'delivery']",,01702
La Pupusa Loca Grille,4,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'tacos', 'title': 'Tacos'}]",5.0,[],,01702
The 4's Sports Pub,11,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.5,['delivery'],$,01702
Uncle Cheung's,156,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",3.5,['delivery'],$$,01702
Godavari,137,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['pickup', 'delivery']",$$,01702
Rincon Latino,16,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$$,01702
Pollo Royal,8,"[{'alias': 'latin', 'title': 'Latin American'}]",3.5,"['pickup', 'delivery']",,01702
El Pikante foods,10,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"['pickup', 'delivery']",$$,01702
The 4's Sports Pub,11,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.5,['delivery'],$,01702
Uncle Cheung's,156,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",3.5,['delivery'],$$,01702
Godavari,137,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['delivery', 'pickup']",$$,01702
Rincon Latino,16,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$$,01702
Pollo Royal,8,"[{'alias': 'latin', 'title': 'Latin American'}]",3.5,"['delivery', 'pickup']",,01702
El Pikante foods,10,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"['delivery', 'pickup']",$$,01702
El Mariachi Restaurant,64,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['delivery', 'pickup']",$$,01702
Godavari,137,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['pickup', 'delivery']",$$,01702
Rincon Latino,16,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$$,01702
Pollo Royal,8,"[{'alias': 'latin', 'title': 'Latin American'}]",3.5,"['pickup', 'delivery']",,01702
El Pikante foods,10,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"['pickup', 'delivery']",$$,01702
El Mariachi Restaurant,64,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['pickup', 'delivery']",$$,01702
Terra Brasilis,43,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",4.0,[],$$,01702
The Aztec,120,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['pickup', 'delivery']",$$,01702
Godavari,137,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['pickup', 'delivery']",$$,01702
Rincon Latino,16,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$$,01702
Pollo Royal,8,"[{'alias': 'latin', 'title': 'Latin American'}]",3.5,"['pickup', 'delivery']",,01702
El Pikante foods,10,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"['pickup', 'delivery']",$$,01702
El Mariachi Restaurant,64,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['pickup', 'delivery']",$$,01702
Terra Brasilis,43,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",4.0,[],$$,01702
The Aztec,120,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['pickup', 'delivery']",$$,01702
Miranda Bread,12,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"['pickup', 'delivery']",,01702
RR6 Kitchen & Bar,11,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'latin', 'title': 'Latin American'}]",3.5,"['pickup', 'delivery']",,01702
Sabor De Minas Restaurant,1,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",5.0,['delivery'],,01702
Rincon Latino,16,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$$,01702
Pollo Royal,8,"[{'alias': 'latin', 'title': 'Latin American'}]",3.5,"['delivery', 'pickup']",,01702
El Pikante foods,10,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"['delivery', 'pickup']",$$,01702
El Mariachi Restaurant,64,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['delivery', 'pickup']",$$,01702
Terra Brasilis,43,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",4.0,[],$$,01702
The Aztec,120,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['delivery', 'pickup']",$$,01702
Miranda Bread,12,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"['delivery', 'pickup']",,01702
RR6 Kitchen & Bar,11,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'latin', 'title': 'Latin American'}]",3.5,"['delivery', 'pickup']",,01702
Sabor De Minas Restaurant,1,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",5.0,['delivery'],,01702
Lloyd's Diner,40,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$,01702
Wing Squad,1,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",1.0,['delivery'],,01702
El Pikante foods,10,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"['pickup', 'delivery']",$$,01702
El Mariachi Restaurant,64,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['pickup', 'delivery']",$$,01702
Terra Brasilis,43,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",4.0,[],$$,01702
The Aztec,120,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['pickup', 'delivery']",$$,01702
Miranda Bread,12,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"['pickup', 'delivery']",,01702
RR6 Kitchen & Bar,11,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'latin', 'title': 'Latin American'}]",3.5,"['pickup', 'delivery']",,01702
Sabor De Minas Restaurant,1,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",5.0,['delivery'],,01702
Lloyd's Diner,40,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$,01702
Wing Squad,1,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",1.0,['delivery'],,01702
"Anastasia’s Pizza, Oven And Grill",93,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['pickup', 'delivery']",$,01702
El Mariachi Restaurant,64,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['delivery', 'pickup']",$$,01702
Terra Brasilis,43,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",4.0,[],$$,01702
The Aztec,120,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['delivery', 'pickup']",$$,01702
Miranda Bread,12,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"['delivery', 'pickup']",,01702
RR6 Kitchen & Bar,11,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'latin', 'title': 'Latin American'}]",3.5,"['delivery', 'pickup']",,01702
Sabor De Minas Restaurant,1,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",5.0,['delivery'],,01702
Lloyd's Diner,40,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$,01702
Wing Squad,1,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",1.0,['delivery'],,01702
"Anastasia’s Pizza, Oven And Grill",93,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['delivery', 'pickup']",$,01702
Spices Hut,3,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'indpak', 'title': 'Indian'}]",4.0,[],,01702
Star House Chinese,25,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.0,"['delivery', 'pickup']",$,01702
The Aztec,120,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['delivery', 'pickup']",$$,01702
Miranda Bread,12,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"['delivery', 'pickup']",,01702
RR6 Kitchen & Bar,11,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'latin', 'title': 'Latin American'}]",3.5,"['delivery', 'pickup']",,01702
Sabor De Minas Restaurant,1,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",5.0,['delivery'],,01702
Lloyd's Diner,40,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$,01702
Wing Squad,1,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",1.0,['delivery'],,01702
"Anastasia’s Pizza, Oven And Grill",93,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['delivery', 'pickup']",$,01702
Spices Hut,3,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'indpak', 'title': 'Indian'}]",4.0,[],,01702
Star House Chinese,25,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.0,"['delivery', 'pickup']",$,01702
Bertucci's Italian Restaurant,134,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.0,"['delivery', 'pickup']",$$,01702
Lloyd's Diner,40,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$,01702
Wing Squad,1,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",1.0,['delivery'],,01702
"Anastasia’s Pizza, Oven And Grill",93,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['delivery', 'pickup']",$,01702
Spices Hut,3,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'indpak', 'title': 'Indian'}]",4.0,[],,01702
Star House Chinese,25,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.0,"['delivery', 'pickup']",$,01702
Bertucci's Italian Restaurant,134,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.0,"['delivery', 'pickup']",$$,01702
"Anastasia’s Pizza, Oven And Grill",93,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['pickup', 'delivery']",$,01702
Spices Hut,3,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'indpak', 'title': 'Indian'}]",4.0,[],,01702
Star House Chinese,25,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.0,"['pickup', 'delivery']",$,01702
Bertucci's Italian Restaurant,134,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.0,"['pickup', 'delivery']",$$,01702
"Anastasia’s Pizza, Oven And Grill",93,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['delivery', 'pickup']",$,01702
Spices Hut,3,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'indpak', 'title': 'Indian'}]",4.0,[],,01702
Star House Chinese,25,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.0,"['delivery', 'pickup']",$,01702
Bertucci's Italian Restaurant,134,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.0,"['delivery', 'pickup']",$$,01702
"Anastasia’s Pizza, Oven And Grill",93,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['pickup', 'delivery']",$,01702
Spices Hut,3,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'indpak', 'title': 'Indian'}]",4.0,[],,01702
Star House Chinese,25,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.0,"['pickup', 'delivery']",$,01702
Bertucci's Italian Restaurant,134,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.0,"['pickup', 'delivery']",$$,01702
Yianni's 1963 Grill and Bar,12,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,[],$,23438
Yianni's 1963 Grill and Bar,12,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,[],$,23438
Mad Pork,13,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],,03862
Throwback Brewery,139,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,[],$$,03862
Al's Seafood,172,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,['delivery'],$$,03862
The Barley House Seacoast,107,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",3.5,['delivery'],$$,03862
180 Restaurant & Bar,65,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,['delivery'],$$,03862
Seacoast Soups,49,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'wraps', 'title': 'Wraps'}]",5.0,[],$,03862
Urban Farmhouse Eatery,117,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,['delivery'],$,03862
Ronaldo's,143,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",2.5,['delivery'],$$,03862
M&Y Brick Oven Pizzeria,25,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],,03862
Joe's Meat Shoppe,25,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,['delivery'],$$,03862
The Copper Lantern,33,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$$,03862
Seacoast Soups,49,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'wraps', 'title': 'Wraps'}]",5.0,[],$,03862
Urban Farmhouse Eatery,117,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,['delivery'],$,03862
Ronaldo's,143,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",2.5,['delivery'],$$,03862
M&Y Brick Oven Pizzeria,25,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],,03862
Joe's Meat Shoppe,25,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,['delivery'],$$,03862
The Copper Lantern,33,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$$,03862
M&Y Brick Oven Pizzeria,25,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],,03862
Joe's Meat Shoppe,25,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,['delivery'],$$,03862
The Copper Lantern,33,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$$,03862
M&Y Brick Oven Pizzeria,25,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],,03862
Joe's Meat Shoppe,25,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,['delivery'],$$,03862
The Copper Lantern,33,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$$,03862
Locals Restaurant & Pub,51,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,['delivery'],$$,03862
M&Y Brick Oven Pizzeria,25,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],,03862
Joe's Meat Shoppe,25,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,['delivery'],$$,03862
The Copper Lantern,33,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$$,03862
Locals Restaurant & Pub,51,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,['delivery'],$$,03862
The Airfield Cafe,78,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,03862
Joe's Meat Shoppe,25,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,['delivery'],$$,03862
The Copper Lantern,33,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$$,03862
Locals Restaurant & Pub,51,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,['delivery'],$$,03862
The Airfield Cafe,78,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,03862
The Copper Lantern,33,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$$,03862
Locals Restaurant & Pub,51,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,['delivery'],$$,03862
The Airfield Cafe,78,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,03862
The Copper Lantern,33,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$$,03862
Locals Restaurant & Pub,51,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,['delivery'],$$,03862
The Airfield Cafe,78,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,03862
Locals Restaurant & Pub,51,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,['delivery'],$$,03862
The Airfield Cafe,78,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,03862
Locals Restaurant & Pub,51,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,['delivery'],$$,03862
The Airfield Cafe,78,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,03862
Locals Restaurant & Pub,51,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,['delivery'],$$,03862
The Airfield Cafe,78,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],$$,03862
44 Mills Kitchen + Tap,203,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,['delivery'],$$,28027
Crab Fever,22,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,[],$$,28027
E Noodles,166,"[{'alias': 'noodles', 'title': 'Noodles'}]",4.0,['delivery'],$$,28027
Afton Tavern,115,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,['delivery'],$$,28027
Cinnaholic,10,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"['pickup', 'delivery']",$,28027
L & L Hawaiian Grill,71,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}]",4.0,"['pickup', 'delivery']",,28027
The Full Moon Oyster Bar - Concord,198,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,['pickup'],$$,28027
The Asian Cafe,81,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,['delivery'],$$,28027
